0	0.02
0.57	0.28
1.43	0.62
2.06	0.95
2.58	1.22
3.27	1.51
4.53	1.40
5.79	1.28
7.28	1.18
8.54	1.05
10.09	0.99
11.58	0.92
13.30	0.81
14.50	0.87
15.19	1.27
15.47	1.68
15.82	2.10
16.28	2.53
16.62	2.99
16.96	3.37
17.36	3.80
17.82	4.18
18.91	3.93
20.06	3.65
21.55	3.42
22.81	3.29
23.84	3.81
24.81	4.32
25.62	4.77
26.53	5.26
27.16	5.72
28.02	6.20
28.83	6.61
29.86	6.64
31.23	6.94
31.52	7.50
31.58	8.07
31.92	8.81
32.09	9.57
33.01	10.37
35.42	9.99
37.99	9.40
